N,카테고리,내용,링크
1,[오늘의 영어 회화],"Rob: We’re inviting that many people?
Danielle: Do you think you could give me a hand with this? I need to get these to the post office before the cut-off time.
Rob: Sure, just tell me what to do.
Danielle: Put the invitations into the envelopes. Make sure the right invitation goes into the right envelope.
Rob: 저렇게 많은 사람들을 초대하는 건가요?
Danielle: 이것을 좀 도와주실 수 있나요? 이것들을 우체국이 문 닫기 전에 가져가야 해요.
Rob: 물론이죠, 제가 뭘 해야 하는지 말만 하세요.
Danielle: 초대장을 봉투에 넣어주세요. 반드시 초대장이 알맞은 봉투에 제대로 들어가게 해주세요.
"
2,[국내 정치 헤드라인 뉴스],1,부동산특별위원들은 얼마짜리 집을 가지고 있을까?,"https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=056&aid=0011044577
[국내 정치 헤드라인 뉴스]",2,"김의겸, 박준영 낙마하자 “번 돈 320만원 뿐, 피맛 보려는 무리에 살점 내줘”","https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=366&aid=0000717818
[국내 정치 헤드라인 뉴스]",3,"美정보국장, 문대통령 예방 등 2박3일 방한 마무리(종합)","https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=001&aid=0012395323
[국내 정치 헤드라인 뉴스]",4,호남 없이 與 후보 없다...5월 맞은 與 주자들 구애 경쟁,"https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=421&aid=0005352347
[국내 정치 헤드라인 뉴스]",5,"[사사건건] “여론조사 긍정 35% 이하로, 대통령은 레임덕”…“임기 말 지지층 이탈않고 강력한 지지”","https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=056&aid=0011044575
"
